AVENIDA;Angelin Ré; Marginal Jardim Santa Rosa
AVENIDA;Angelina Rossi Jardim;Parque dos Ipês
AVENIDA;Angelo Bambozzi;Centro
AVENIDA;Angelo Belline;Jardim São José
AVENIDA;Ângelo Pinotti;Parque das Aroeiras São Lourenço do Turvo
AVENIDA;Angelo Ragassi;Jardim São José e Jardim Itália
AVENIDA;Angelo Ragassi;Jardim São José
AVENIDA;Angelo Ragassi;Jardim Itália
AVENIDA;Anibal Ribeiro;Jardim Paraíso III
AVENIDA;Anibal Ribeiro;Prolongamento Nova Cidade
AVENIDA;Anthero Quaresma;Nova Cidade
AVENIDA;Antonio Benfatti;Distrito Industrial Adolfo Baldan
AVENIDA;Antonio Cioffi; Marginal Jardim Paraíso
AVENIDA;Antonio Cioffi;Marginal Distrito Industrial Adolfo Baldan
AVENIDA;Antonio Coelho;Jardim Morumbi
AVENIDA;Antonio Coelho;Jardim Morumbi II
AVENIDA;Antonio Coelho;Prolongamento Residencial Maria Candida
AVENIDA;Antonio da Silva Coelho;Bairro Alto
AVENIDA;Antonio da Silva Coelho;Prolongamento Vila Cardim Setor IV
AVENIDA;Antonio de Rizzo;Jardim Popular
AVENIDA;Antonio Gorgatti;I Park do Imperador
AVENIDA;Antonio Gorgatti; II Park do Imperador
AVENIDA;Antonio Gorgatti;Residencial Azulville I
AVENIDA;Antonio Gorgatti;Residencial Azulville II
AVENIDA;Antonio Gorgatti;Residencial Olívio Benassi
AVENIDA;Antonio Gorgatti;Distrito Industrial Adolfo Baldan
AVENIDA;Antonio Lian; B Jardim Pereira ou Vila Pereira
AVENIDA;Antonio Lian;Prolongamento Bernichi
AVENIDA;Antonio Lian;Prolongamento Napeloso
AVENIDA;Antonio Lian;Prolongamento Jardim da Saudade
AVENIDA;Antonio Lopes;Toriba
AVENIDA;Antonio Lunardi;Boa Vista
AVENIDA;Antonio Magolo;Residencial Azulville II
AVENIDA;Antonio Mortari;Centro
AVENIDA;Antonio Pedro da Silva;Silvania
AVENIDA;Antonio Pereira;Jardim Alvorada
AVENIDA;Antônio Pereira de Oliveira;Parque das Laranjeiras II
AVENIDA;Antonio Poltronieri;Residencial Azulville II
AVENIDA;Antonio Radaelli;Jardim Morumbi II
AVENIDA;Antonio Silveira Mendonça;Residencial Azulville II
AVENIDA;Antonio Tanaka;Portal da Baronesa
AVENIDA;Antonio Tanaka;Residencial Villa de Capri
AVENIDA;Antonio Tanaka;Parque dos Ipês
AVENIDA;Antonio Vieira Priosti;RuaDistrito Industrial de Silvania
AVENIDA;Aparício da Silva Coelho;Nova Matão
AVENIDA;Apparecido Scutti;Nova Cidade
AVENIDA;Aquelino Benassi;Jardim São José
AVENIDA;Araraquara; A Jardim Buscardi
AVENIDA;Araraquara;Nova Matão
AVENIDA;Araraquara;Prolongamento Jardim Cambui
AVENIDA;Aristides Possa;Portal Terra da Saudade
AVENIDA;Armínio de Arruda Camargo;Nova Matão
AVENIDA;Arthur Bandelli;Residencial Azulville I
AVENIDA;Ary Athos Bottura;Parque dos Ipês
AVENIDA;Atilio Langhi;São Lourenço do Turvo
AVENIDA;Augusto Ferreira;Jardim Paraíso
AVENIDA;Augusto Ferreira;Prolongamento Jardim Paraíso II
AVENIDA;Augusto Ferreira;Prolongamento Nova Cidade
AVENIDA;Augusto Ferreira;Jardim Paraíso III
AVENIDA;Aurélio Dias;Jardim Paraíso
AVENIDA;Aurélio Dias;Prolongamento Jardim Paraíso II
AVENIDA;Aurélio Dias;Jardim Paraíso III
AVENIDA;Aurélio Dias;Prolongamento Nova Cidade
AVENIDA;Baldan;enidaNova Matão
AVENIDA;Baldan;Perímetral Sul Da  Marchesan até Aeródromo
AVENIDA;Baldan;Residencial Olívio Benassi
AVENIDA;Baldan;Maria Silvia Bambozzi
AVENIDA;Belarmino Caparelli;A DAVENIDA
AVENIDA;Benedicto Queiroz;Senhor Bom Jesus
AVENIDA;Benedita Pereira da Silva Lima;Residencial Eudes Benassi
AVENIDA;Benedito Gonçalves da Costa;Parque das Laranjeiras II
AVENIDA;Benício Pinto de Mendonça;Bairro Alto
AVENIDA;Benício Pinto de Mendonça;Prolongamento Vila Cardim Setor IV
AVENIDA;Beretta;São Lourenço do Turvo
AVENIDA;Bernardino Scutti;Vila Jandira
AVENIDA;Borborema; H Jardim Buscardi
AVENIDA;Borborema;Prolongamento Felício Colombari
AVENIDA;Borborema;Prolongamento Jardim Aeroporto II
AVENIDA;Bortolo Biava;Nova Matão
AVENIDA;Bortolo Biava;Residencial Olívio Benassi
AVENIDA;Brasil;Rua H Jardim do Bosque Setor I
AVENIDA;Brasil;Prolongamento Residencial São Gabriel
AVENIDA;Brasil;Prolongamento Vila Cardim Setor IV
AVENIDA;Cabo Manoel de Azevedo;Recanto dos Pinheiros
AVENIDA;Campos Salles;Centro
AVENIDA;Campos Sales;Prolongamento Chácara Primavera
AVENIDA;Capri;Villa Romana
AVENIDA;Carlos Alberto Ulsson;Nova Cidade
AVENIDA;Carlos Bellini; C Jardim Aeroporto II
AVENIDA;Carlos Mariani;Vila Zanardi Setor III e IV Centenário e São Geraldo
AVENIDA;Carlos Mariani;Jardim Ballista
AVENIDA;Carlos Messe; E Residencial Vila Maria
AVENIDA;Carlos Vicente de Oliveira Junior;Nova Cidade
AVENIDA;Cássio Bottura;Residencial Monte Carlo
AVENIDA;Cássio Bottura;Nova Cidade
AVENIDA;Catharina Barleta Moris;Rua F Residencial Monte Carlo
AVENIDA;Celso da Cruz Oliveira;Jardim Novo Mundo
AVENIDA;Cezar Angelini;Vila Furini
AVENIDA;Cezar Sichieri;São Lourenço do Turvo
AVENIDA;Cezar Zanardi;Jardim Ballista
AVENIDA;Clara Margutti da Silva;RuaPortal da Baronesa
AVENIDA;Cleófas Guimarães;Nova Matão
AVENIDA;Chlorita Penteado Martins; A Jardim Pereira ou Vila Pereira
AVENIDA;Chlorita Penteado Martins;Rua A Jardim da Saudade
AVENIDA;Chlorita Penteado Martins;Rua A Napeloso
AVENIDA;Chlorita Penteado Martins;Bernichi
AVENIDA;Colombo;Centro
AVENIDA;Cyro Virgínio Modé;Residencial Eudes Benassi
AVENIDA;Daniel Antonio de Brito;Nova Matão
AVENIDA;Danilo Serigato;Parque Imperial
AVENIDA;Dante Pecorari;Jardim Ballista
AVENIDA;Dario Geraldo;Jardim Novo Mundo
AVENIDA;David Antonio Sbrissa;Parque Mônaco
AVENIDA;Delmina Abaricci Gonçalves;Residencial Azulville II
AVENIDA;Dezolina Mancini Cioffi;Senhor Bom Jesus
AVENIDA;Dirce Giannini Deramio;RuaDistrito Industrial de Silvania
AVENIDA;Dom Bruno Gamberini;Residencial Eudes Benassi
AVENIDA;Domingos Mariani;Jardim Itália
AVENIDA;Domingos Mariani;Jardim Brasil Setor II
AVENIDA;Domingos Mariani;Jardim Brasil
AVENIDA;Domingos Masselani;Jardim Ballista
AVENIDA;Dorival Aparecido Mendonça;Portal Terra da Saudade
AVENIDA;Dorival Cláudio Chiquitelli;Parque das Laranjeiras II
AVENIDA;Edgar Lombardi;Jardim Morumbi
AVENIDA;Edgar Piva Gazinho;Ruae Portal Terra da Saudade
AVENIDA;Eduardo Claro dos Santos;Parque das Laranjeiras
AVENIDA;Eduardo da Silva Mattos;Jardim Primavera
AVENIDA;Egydio Sartori;Portal Terra da Saudade
AVENIDA;Elpídio Monteiro de Miranda;Residencial Olivio Benassi
AVENIDA;Elpídio Monteiro de Miranda;Rua E Residencial Orminda Bottura Benassi
AVENIDA;Elpídio Monteiro de Miranda;Residencial Valério Morandi
AVENIDA;Emil Gaston Lauchner;Cidade Jardim
AVENIDA;Enéas Augusto de Souza;Jardim Brasil
AVENIDA;Enéas Augusto de Souza;Jardim Brasil Setor II
AVENIDA;Entaro Okada;RuaJardim Paraíso II
AVENIDA;Ernesto Gorgatti;Centro
AVENIDA;Ernesto Gorgatti;Nova Matão
AVENIDA;Espírito Santo;Rua G Jardim do Bosque Setor I
AVENIDA;Eugênia Ruth de Souza te;Parque Mônaco
AVENIDA;Evaristo Abreu;Cidade Jardim
AVENIDA;Evaristo Mingorance Neto;Parque dos Ipês
AVENIDA;Fátima Ballista;Portal Terra da Saudade
AVENIDA;Felice Zambon;Nova Matão
AVENIDA;Felice Zambom;Residencial Olívio Benassi
AVENIDA;Felippe Thomaz Granato;Rua K Jardim Esperança
AVENIDA;Fhilomena Durante Garbim;Residencial Azulville II
AVENIDA;Fioravante Bertachini;Nova Matão
AVENIDA;Fioravante Bertachini;Residencial Olívio Benassi
AVENIDA;Francisco Albericci;Jardim Paraiso
AVENIDA;Francisco Albericci;Prolongamento Jardim Paraíso II
AVENIDA;Francisco Albericci;Jardim Paraíso III
AVENIDA;Francisco Amoroso;Residencial Valério Morandi
AVENIDA;Francisco Carlos Marquez;Residencial Eudes Benassi
AVENIDA;Francisco Carlos Pereira Trindade;Parque dos Ipês
AVENIDA;Francisco Joaquim Barboza;RuaAlto da Boa Vista
AVENIDA;Francisco José de Souza;Silvânia
AVENIDA;Francisco Malzoni;Nova Matão
AVENIDA;Francisco Mastropietro; Perimetral Vila Cardim Setor IV
AVENIDA;Francisco Mastropietro;Perimetral Jardim Brasil
AVENIDA;Francisco Mastropietro; Perimetral Jardim do Bosque Setor II
AVENIDA;Francisco Mastropietro; Perimetral Jardim do Bosque Setor III
AVENIDA;Francisco Mastropietro;Jardim do Bosque Setor IV
AVENIDA;Francisco Mastropietro; Perimetral Jardim Primavera
AVENIDA;Francisco Mastropietro;Prolongamento Jardim Popular
AVENIDA;Genésia Conceição da Silva;Portal Terra da Saudade
AVENIDA;Geraldo Adão Cavichioli;Distrito Industrial de Silvania
AVENIDA;Geraldo Alexandre;Residencial Valério Morandi
AVENIDA;Geraldo Cioffi;RuaPortal da Baronesa
AVENIDA;Geraldo Cioffi;Residencial Valério Morandi
AVENIDA;Germano Primo Pinotti;Jardim Paraíso
AVENIDA;Gildo Nicolucci;Rua A Jardim Santa Rosa
AVENIDA;Gildo Nicolucci;Prolongamento Residencial Vila Maria
AVENIDA;Gilmar José Borsari;Parque das Aroeiras São Lourenço do Turvo
AVENIDA;Goiás;Rua I Jardim do Bosque Setor I
AVENIDA;Gregório Perche de Menezes;Nova Matão
AVENIDA;Grimaldo Bonini;Loteamento Zanardi
AVENIDA;Guerino Ribeiro;RuaPortal da Baronesa
AVENIDA;Guilherme Ferrante;Jardim São José
AVENIDA;Guilherme Paulique; F Residencial Vila Maria
AVENIDA;Guilherme Pedro;Parque Aliança
AVENIDA;Habib Gabriel;Prolongamento da  Araraquara
AVENIDA;Habib Gabriel;Residencial das Acácias
AVENIDA;Habib Gabriel;Prolongamentoantiga Estrada da Raia Residencial das Acácias e
AVENIDA;Habib Gabriel;Prolongamento  Araraquara Maria Silvia Bambozzi
AVENIDA;Habib Gabriel;Parque Petrópolis
AVENIDA;Hélio Masselli;Residencial Valério Morandi
AVENIDA;Henrique de Araújo Pedro;Portal Terra da Saudade
AVENIDA;Hermelinda Gasparini Furini;Residencial Azulville I
AVENIDA;Hermínia da Conceição;Parque das Aroeiras São Lourenço do Turvo
AVENIDA;Humberto Bessi;Distrito Industrial Adolfo Baldan
AVENIDA;Humberto Paiola;Recanto dos Pinheiros
AVENIDA;Ibitinga; D Jardim Buscardi
AVENIDA;Ibitinga;Prolongamento Jardim Aeroporto
AVENIDA;Ignácia Barbosa da Silva Brasilino;Portal Terra da Saudade
AVENIDA;Inácia Garcia;Cidade Jardim
AVENIDA;Italino Casoni;Parque das Laranjeiras II
AVENIDA;Ítalo Modé;Vila Jandira
AVENIDA;Ivo Granata;Vila Zanardi Setor III e IV Centenário e São Geraldo
AVENIDA;Jaime Rodrigues Coelho;Rua L Jardim Esperança
AVENIDA;Jandyra Pereira Corrêa Silva;Nova Cidade
AVENIDA;Jarcyro Rosa;Nova Cidade
AVENIDA;Jerônimo Nunes Nogueira;RuaPortal da Baronesa
AVENIDA;Jerônimo Nunes Nogueira;Residencial Villa de Capri
AVENIDA;João Antonio Marquez; ProjetadaResidencial Beniamino Cadioli
AVENIDA;João Antonio Martins;Vila Furini Vila Zanardi Setor I e Loteamento D
AVENIDA;João Baptista Chiolino;Residencial Trolli
AVENIDA;João Beretta;RuaJardim Primavera São Lourenço do Turvo
AVENIDA;João Carvalho;Rua L Residencial Monte Carlo
AVENIDA;João Correa;Jardim Primavera
AVENIDA;João Damazio;Vila Cardim Setor IV
AVENIDA;João Dornelas;Senhor Bom Jesus
AVENIDA;João Honório Mendonça;Rua O Park do Imperador
AVENIDA;João Marchesan;antiga  João Nonis
AVENIDA;João Nonis; Perimetral
AVENIDA;João Pinotti;RuaJardim Primavera São Lourenço do Turvo
AVENIDA;João Poletti;São Lourenço do Turvo
AVENIDA;João Poletti;RuaJardim Primavera São Lourenço do Turvo
AVENIDA;João Ribeiro;Rua E Residencial Monte Carlo
AVENIDA;João Rossi;Vila Cardim Setor IV
AVENIDA;Joaquim Cortezi;Parque Mônaco
AVENIDA;Jorge Cechetto;Nova Matão
AVENIDA;Jorge da Cunha;Jardim Santa Marta
AVENIDA;Jorge Delfino Filho;Parque das Laranjeiras
AVENIDA;Jorge Gomes da Costa;Residencial Azulville II
AVENIDA;Jorge Lian;Residencial Azulville I
AVENIDA;José Amâncio do Nascimento Filho;liga a Rua São Lourenço com a Rodovia do Trabalhador
AVENIDA;José Antonio Vidal Junior;Nova Cidade
AVENIDA;José Calegari;e prolongamento Senhor Bom Jesus
AVENIDA;José Carlos Rueda;Jardim Popular
AVENIDA;José Cerqueira; Marginal Parque Aliança
AVENIDA;José Cerqueira;Jardim Santa Marta
AVENIDA;José Cerqueira;Residencial Trolli
AVENIDA;José Cerqueira;Marginal Vila Jandira
AVENIDA;José Cerqueira;PerimetralMarginal Jardim São José
AVENIDA;José Cerqueira;enida sem numeração Jardim Itália
AVENIDA;José Cerqueira; Marginal Jardim Brasil
AVENIDA;José Cerqueira;Parque Aliança Setor II
AVENIDA;José Cerqueira;Rua A Parque Aliança Setor II
AVENIDA;José da Costa Filho; C Jardim Pereira ou Vila Pereira
AVENIDA;José da Costa Filho;Prolongamento Bernichi
AVENIDA;José da Costa Filho;Prolongamento Bidute & Pirola
AVENIDA;José da Costa Filho;Prolongamento Jardim Padre Nelson
AVENIDA;José de Oliveira;Jardim Ballista
AVENIDA;José de Souza;Rua H Residencial Monte Carlo
AVENIDA;José Domingos Bussola;Portal Terra da Saudade
AVENIDA;José Enge;Recanto dos Pinheiros
AVENIDA;José Esquetini;Portal Terra da Saudade
AVENIDA;José Figueira;RuaDistrito Industrial de Silvânia
AVENIDA;José Frota;Parque dos Ipês
AVENIDA;José Geraldo;Rua M Park do Imperador
AVENIDA;José Gomes Figueira;Rua I Residencial Monte Carlo
AVENIDA;José Gonçalves;trecho da Rodovia José Gonçalves
AVENIDA;José Hyppolito;Villa Raposo
AVENIDA;José Lian;Nova Cidade
AVENIDA;José Lian;RuaConjunto Habitacional Matão K
AVENIDA;José Lino Rodrigues;Senhor Bom Jesus
AVENIDA;José Marques Garcia;Rua B Residencial Orminda Bottura Benassi
AVENIDA;José Piló;Distrito Industrial Adolfo Baldan
AVENIDA;José Pio Corrêa da Silva;Vila Santa Cruz
AVENIDA;José Rizzo “Meo”;Parque Imperial
AVENIDA;José Rolin Dias;Portal Terra da Saudade
AVENIDA;José Schimidt;Nova Cidade
AVENIDA;José Sgardioli;IV Centenário
AVENIDA;José Tavares;RuaDistrito Industrial de Silvania
AVENIDA;José Theodulo Rodrigues;Jardim Paraíso III
AVENIDA;José Venâncio de Freitas Junior;Nova Cidade
AVENIDA;José Vieira Priosti;Vila Jandira
AVENIDA;José Zanardi;Vila Zanardi Setor I e II e IV Centenário e D´Angelo e São Geraldo
AVENIDA;Josephina Nucci Vidal;Rua Particular Vivelândia 
AVENIDA;Julia Fávaro Guandalini;RuaJardim Primavera São Lourenço do Turvo
AVENIDA;Júlio Scutti;Boa Vista
AVENIDA;Laert José Tarallo Mendes;Córrego Milho Vermelho
AVENIDA;Laert José Tarallo Mendes; Marginal Jardim Pereira ou Vila Pereira
AVENIDA;Laert José Tarallo Mendes;Prolongamento Napeloso
AVENIDA;Laer José Tarallo Mendes; Marginal Jardim da Saudade
AVENIDA;Laurindo de Mattos;Portal Terra da Saudade
AVENIDA;Laurindo Pinotti;Vila Cardim Setor IV
AVENIDA;Leonette Maria Modé Gorgatti;Residencial Eudes Benassi
AVENIDA;Lilian Tatiane Perez;Parque dos Ipês
AVENIDA;Lucas Inácio Barbosa;Rua J Residencial Monte Calo
AVENIDA;Lucindo Gonçalves;Residencial Azulville I
AVENIDA;Lucindo Gonçalves;Residencial Azulville II
AVENIDA;Ludwig Eckes; Perimetral antre as s Francisco Mastropietro e Baldan
AVENIDA;Ludwig Eckes;enida sem denominaçãoPerimetral Jardim São José
AVENIDA;Ludwig Eckes;enida Perimetral Jardim Itália
AVENIDA;Ludwig Eckes;Perimetral Jardim Brasil
AVENIDA;Ludwig Eckes;Perimetral Jardim Morumbi II
AVENIDA;Ludwig Eckes;Jardim Santa Rosa
AVENIDA;Ludwig Eckes;Conjunto Habitacional Matão I João Vital
AVENIDA;Luiz Albino Bassolli;São Lourenço do Turvo
AVENIDA;Luiz Albino Bassolli;RuaJardim Primavera São Lourenço do Turvo
AVENIDA;Luiz Augusto do Amaral Sampaio;Vila Santa Cruz
AVENIDA;Luiz Calegari;Jardim São José
AVENIDA;Luiz Falconi;Jardim São José e Jardim Itália
AVENIDA;Luiz Falconi;Jardim São José
AVENIDA;Luiz Falconi;Jardim Itália
AVENIDA;Luiz Geraldo Gorgatti;Parque Mônaco
AVENIDA;Luiz Mancini;Residencial Azulville II
AVENIDA;Luiz Rodrigues Esteves;Jardim Primavera
AVENIDA;Manoel Machado;Jardim Itália
AVENIDA;Manoel Machado;Jardim Brasil
AVENIDA;Manoel Machado;Parque Aliança
AVENIDA;Manoel Mingoranci;Jardim São José e Jardim Itália
AVENIDA;Manoel Mingoranci;Jardim São José
AVENIDA;Manoel Mingoranci;Jardim Itália
AVENIDA;Manoel Pereira da Silva;Parque Petrópolis
AVENIDA;Marchesan;da Rua Bambozzi até Rodovia Washington Luiz
AVENIDA;Marcílio Cechetto;Rua B Jardim Santa Rosa
AVENIDA;Marcílio Cechetto;Prolongamento Residencial Vila Maria
AVENIDA;Marcílio Cechetto;continuação Rua B Conjunto Habitacional Matão I João Vital
AVENIDA;Margarida Oliveira dos Reis;Residencial Azulville II
AVENIDA;Marginal; Padre Nelson Antonio Romão
AVENIDA;Marginal;Parque Aliança
AVENIDA;Maria Aparecida Barros;Residencial Azulville II
AVENIDA;Maria Campos Salto;Jardim Alvorada
AVENIDA;Maria de Fátima Bernichi Otrenti;Parque dos Ipês
AVENIDA;Maria de Lourdes Pisa Mastropietro; B Residencial São Gabriel
AVENIDA;Maria Elisa Morato Martins; B Vila Roberto
AVENIDA;Maria Elisa Morato Martins;Vivelândia Jardim do BosqueSetor I e Vila Cardin Setor IV
AVENIDA;Maria Faveri Troli;Residencial Trolli
AVENIDA;Maria Gazoni; C Silvania
AVENIDA;Maria Pereira dos Santos;RuaPortal da Baronesa
AVENIDA;Maria Pereira dos Santos;Residencial Villa de Capri
AVENIDA;Mário Pinotti;Jardim Paraíso
AVENIDA;Mário Wetterich;Parque dos Ipês
AVENIDA;Marlene David dos Santos;Jardim Paraíso III
AVENIDA;Mathias Dias de Toledo;Loteamento Frigieri
AVENIDA;Mato Grosso;Jardim do Bosque Setor III
AVENIDA;Mato Grosso do Sul;Jardim do Bosque Setor III
AVENIDA;Mato Grosso do Sul;Prolongamento Portal Terra da Saudade
AVENIDA;Mato Grosso do Sul;Prolongamento Jardim Popular
AVENIDA;Milton Marchesan;Jardim Morumbi
AVENIDA;Minas Gerais;Rua E Jardim do Bosque Setor I
AVENIDA;Miguel Garcia;Parque das Laranjeiras II
AVENIDA;Monte Alto; B Jardim Buscardi
AVENIDA;Monte Alto;Prolongamento Jardim Cambui
AVENIDA;Monza;Villa Romana
AVENIDA;Nagib Abi Rached;Parque das Laranjeiras II
AVENIDA;Napoleão Bottura;Jardim Alvorada
AVENIDA;Natale Galli;Parque Petrópolis
AVENIDA;Nelson Domingues de Moraes;Jardim Morumbi
AVENIDA;Nelson Domingues de Moraes;Jardim Morumbi II
AVENIDA;Nelson Domingues de Moraes;Prolongamento Residencial Maria Candida
AVENIDA;Nestor Gardini;Portal Terra da Saudade
AVENIDA;Neusa Domingos; H Residencial Vila Maria
AVENIDA;Nhonho Magalhães;Nova Matão
AVENIDA;Nilson Barbaço; D Residencial Vila Maria
AVENIDA;Odair Pedro de Mello;Parque das Laranjeiras
AVENIDA;Odone Marchesan;Jardim Itália
AVENIDA;Odone Marchesan;Conjunto Habitacional Matão B
AVENIDA;Odone Marchesan;Jardim Brasil
AVENIDA;Odone Marchesan;Parque Aliança
AVENIDA;Olavo Picchi;Portal Terra da Saudade
AVENIDA;Olinto Bizzarro;Boa Vista
AVENIDA;Omero de Souza Santos;MAT-
AVENIDA;Oneida Travassos Dourado;Nova Cidade
AVENIDA;Onélia Bottesini Bambozzi;Rua C Residencial Orminda Bottura Benassi
AVENIDA;Onofre Pascual;Parque dos Ipês
AVENIDA;Osmar Rios Fernandes;Portal Terra da Saudade
AVENIDA;Padre Nelson Antonio Romão; Marginal
AVENIDA;Padre Nelson Antonio Romão;Nova Matão
AVENIDA;Padre Nelson;Residencial Olívio Benassi
AVENIDA;Paraná;Rua D Jardim do Bosque Setor I
AVENIDA;Pascoal Garcia;RuaParque Industrial Toriba
AVENIDA;Pascoal Trevisan;Vila Cardim Setor IV
AVENIDA;Pastor Cacildo Cirino da Silva;Portal Terra da Saudade
AVENIDA;Paulino Granata;Jardim Morumbi
AVENIDA;Paulo Roberto Bononi;Parque Mônaco
AVENIDA;Pedro Bernava;Vila Santa Cruz
AVENIDA;Pedro de Oliveira Basílio;Residencial Azulville I
AVENIDA;Pedro Henrique Parros;Parque Mônaco
AVENIDA;Pedro Ivo Fratini;Jardim Paraíso
AVENIDA;Pedro Jacomine;Residencial Azulville I
AVENIDA;Pedro Lavezzo;Jardim Ballista
AVENIDA;Pedro Martins de Freitas;RuaPortal da Baronesa
AVENIDA;Pedro Zandomenighi;Portal Terra da Saudade
AVENIDA;Trolesi;Jardim Buscardi
AVENIDA;Baldan;  Marchesan Trolezzi
AVENIDA;Francisco Mastropietro;Vila Cardin
AVENIDA;Perimetral; Ludwig Eckes
AVENIDA;Perimetral;antiga  João Nonis
AVENIDA;Philomena Ciorlino;Rua A Residencial Monte Carlo
AVENIDA;Pindorama; F Jardim Buscardi
AVENIDA;Pindorama;Prolongamento Jardim Aeroporto
AVENIDA;Pisa;Villa Romana
AVENIDA;Plínio Ballista;Parque dos Ipês
AVENIDA;Plinio Bellintani;Jardim Novo Mundo
AVENIDA;Quinze de Novembro;Centro
AVENIDA;Quinze de Novembro;Nova Matão
AVENIDA;Quinze de Novembro;Prolongamento Vila Cardim Setor IV
AVENIDA;Rafael Juarez Sola;Vila Cardim Setor IV
AVENIDA;Rafael Travalhoni; B Silvania
AVENIDA;Raimunda Ribeiro Lima;Nova Cidade
AVENIDA;Regina Célia Carvalho Furlaneto;RuaJardim Primavera São Lourenço do Turvo
AVENIDA;Reinaldo Correia Honório;Portal Terra da Saudade
AVENIDA;Reinaldo Romanelli;Vila Cardim Setor IV
AVENIDA;Remilton de Moraes Silva;Parque dos Ipês
AVENIDA;Renolfo Aparecido Lopes;RuaDistrito Industrial de Silvania
AVENIDA;Ricardo Cardim;São Judas Tadeu
AVENIDA;Ricardo Salvi; G Residencial Vila Maria
AVENIDA;Rincão; E Jardim Buscardi
AVENIDA;Rincão;Prolongamento Jardim Aeroporto
AVENIDA;Rio de Janeiro;Rua J Jardim do Bosque Setor I
AVENIDA;Rio Grande do Sul;Rua K Jardim do Bosque Setor I
AVENIDA;Roberto Gardini;Jardim São José
AVENIDA;Rodolfo Tavares;Residencial Eudes Benassi
AVENIDA;Roma;Villa Romana
AVENIDA;Rondonia;Jardim do Bosque Setor IV
AVENIDA;Rossi;antiga  José Hipólito Vila Raposo
AVENIDA;Rubenval Gomes Pereira da Silva;Parque Mônaco
AVENIDA;Ruggero Baldan;trecho da Via Ruggero Baldan
AVENIDA;Saldanha da Gama;Prolongamento Jardim Primavera
AVENIDA;Salustiano Ferreira dos Santos;Residencial Azulville I
AVENIDA;Salvador Bovo;Parque dos Ipês
AVENIDA;Salvador de Toledo Galrão;Residencial Olivio Benassi
AVENIDA;Santa Cruz;Villa Raposo
AVENIDA;Santa Cruz;Nova Matão
AVENIDA;Santiago Fernandes;Parque das Laranjeiras II
AVENIDA;Santo Nonis;Rua N Park do Imperador
AVENIDA;São Paulo;Rua L Jardim do Bosque Setor I
AVENIDA;São Paulo;Prolongamento Portal Terra da Saudade
AVENIDA;São Paulo;Prolongamento Vila Cardim Setor IV
AVENIDA;São Paulo;Prolongamento Jardim Ballista
AVENIDA;Saule Bortolani;Jardim Popular
AVENIDA;Savério Pinotti;Rua C Jardim Santa Rosa
AVENIDA;Sebastiana Silveira Mendonça;Jardim São José e Jardim Itália
AVENIDA;Sebastiana Silveira Mendonça;Jardim São José
AVENIDA;Sebastiana Silveira Mendonça;Jardim Itália
AVENIDA;Sebastião Bueno;Parque das Laranjeiras II
AVENIDA;Sebastião Pureza;RuaAlto da Boa Vista
AVENIDA;Sebastião Veríssimo;Jardim Popular
AVENIDA;Segundo Gatti;Jardim Paraíso
AVENIDA;Segundo Gatti;e Servidão Distrito Industrial Adolfo Baldan
AVENIDA;Sergipe;Rua F Jardim do Bosque Setor I
AVENIDA;Sete de Setembro;Centro
